"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensamble","symbol","genename","entrezid"
"ENSG00000228079",4.60720127779402,1.89822947364253,0.392845679411023,4.63258353050834e-07,1.21455856647566e-06,"AC012368.1:ENSG00000228079",NA,NA,NA
"ENSG00000270127",13.5629094969856,2.12072178711205,0.450256959296439,5.43974343573993e-07,1.41350513212703e-06,"RP11-526I2.5:ENSG00000270127",NA,NA,NA
"ENSG00000254140",4.90027398677244,6.46729898317558,1.5413154455439,5.71175033789607e-07,1.48136429080502e-06,"RP11-731F5.1:ENSG00000254140",NA,NA,NA
"ENSG00000270750",13.4235932028489,1.34284908756798,0.276298544797343,6.42777601145012e-07,1.65624577126004e-06,"RP11-461L13.3:ENSG00000270750",NA,NA,NA
"ENSG00000251442",23.4776675604645,1.42364574599477,0.296133084970164,6.70340838435788e-07,1.72353829057033e-06,"LINC01094:ENSG00000251442","LOC101928893","uncharacterized LOC101928893","101928893"
"ENSG00000227531",25.5445629404528,1.77487698561425,0.381318190063452,7.48789932877234e-07,1.91467604764469e-06,"RP11-202G18.1:ENSG00000227531","LOC105376219","uncharacterized LOC105376219","105376219"
"ENSG00000272198",39.2755826740837,1.06349776824372,0.223206498529495,1.03799837656223e-06,2.61919227747331e-06,"RP11-309G3.3:ENSG00000272198",NA,NA,NA
"ENSG00000260655",15.8933922305864,2.42395388087348,0.56878961943318,1.06629164346129e-06,2.68615759218452e-06,"CTA-250D10.23:ENSG00000260655",NA,NA,NA
"ENSG00000258976",3.44052679749826,2.15593236610612,0.474536101911667,1.22039162488417e-06,3.05069438956642e-06,"CTD-2207P18.2:ENSG00000258976",NA,NA,NA
"ENSG00000231873",24.0251894296887,1.83804192266795,0.428438265208638,1.23541448036572e-06,3.08644813587579e-06,"RP11-761N21.1:ENSG00000231873","LOC105377043","uncharacterized LOC105377043","105377043"
"ENSG00000259772",18.6397223817034,3.05720975291437,0.750328059101561,1.32760913127667e-06,3.30752603866707e-06,"RP11-16E12.2:ENSG00000259772","LINC03034","long intergenic non-protein coding RNA 3034","283710"
"ENSG00000228741",12.0036533216584,1.80666854239598,0.40635580362268,1.86867245922166e-06,4.58217927787579e-06,"RP11-309I15.1:ENSG00000228741","SPATA13","spermatogenesis associated 13","221178"
"ENSG00000262714",5.88340849401074,2.73383173827277,0.652638630415016,2.04547561925406e-06,4.99495031872761e-06,"RP11-44F14.8:ENSG00000262714",NA,NA,NA
"ENSG00000257261",32.2098995408323,1.40598488498745,0.311896343143185,2.12549294876645e-06,5.18186281670316e-06,"RP11-96H19.1:ENSG00000257261","SLC38A4-AS1","SLC38A4 antisense RNA 1","100288798"
"ENSG00000270069",203.103974016382,1.0645910318557,0.232797339296874,2.13257272956247e-06,5.19757008331959e-06,"RP6-99M1.2:ENSG00000270069",NA,NA,NA
"ENSG00000261218",5.73593664626671,2.35068881865697,0.545389105687529,2.38250268172382e-06,5.77061588624552e-06,"RP11-960L18.1:ENSG00000261218",NA,NA,NA
"ENSG00000235621",8.33304625641086,2.47219351726263,0.58713881597591,2.89131678767901e-06,6.94181614319752e-06,"LINC00494:ENSG00000235621","LINC00494","long intergenic non-protein coding RNA 494","284749"
"ENSG00000228857",6.47945400112647,1.34889346601916,0.299124905092803,3.04566853299741e-06,7.29035220769862e-06,"AC104653.1:ENSG00000228857","ACTR3-AS1","ACTR3 antisense RNA 1","101060091"
"ENSG00000230709",2.92846645628008,5.86320341278142,1.48621051315977,3.08550409408991e-06,7.38158379826198e-06,"AC104024.1:ENSG00000230709","LOC284191","uncharacterized LOC284191","284191"
"ENSG00000223685",8.46059221827783,1.34683074677369,0.300078766785317,3.59614397987539e-06,8.52518017040915e-06,"LINC00571:ENSG00000223685","LINC00571","long intergenic non-protein coding RNA 571","100874188"
"ENSG00000232855",65.206853023825,1.12865207685813,0.255128350585787,3.93625990183818e-06,9.28423665413203e-06,"AF131217.1:ENSG00000232855",NA,NA,NA
"ENSG00000228590",4.93251915706394,3.27460015268081,0.813274637862483,5.23907359313137e-06,1.22066598892907e-05,"AC007381.3:ENSG00000228590","MIR4432HG","MIR4432 host gene","106660609"
